0.000000000000000000e+00,8.257440270000000471e-01
1.666666666666666774e-03,7.600427990000000467e-01
3.333333333333333547e-03,7.182619209999999699e-01
5.000000000000000104e-03,6.857302450000000160e-01
6.666666666666667095e-03,6.783946710000000602e-01
8.333333333333333218e-03,6.576637010000000449e-01
1.000000000000000021e-02,6.496902509999999964e-01
1.166666666666666720e-02,6.716969729999999750e-01
1.333333333333333419e-02,6.774378570000000321e-01
1.500000000000000118e-02,6.838166170000000710e-01
1.666666666666666644e-02,7.010392690000000204e-01
1.833333333333333343e-02,6.774378570000000321e-01
2.000000000000000042e-02,6.771189189999999858e-01
2.166666666666666741e-02,6.350191029999999737e-01
2.333333333333333440e-02,6.044010549999999649e-01
2.500000000000000139e-02,5.425270829999999656e-01
2.666666666666666838e-02,4.886265610000000148e-01
2.833333333333333537e-02,4.308987830000000074e-01
3.000000000000000236e-02,3.795497650000000389e-01
3.166666666666666935e-02,4.159086969999999939e-01
3.333333333333333287e-02,4.733175370000000104e-01
3.500000000000000333e-02,5.453975250000000496e-01
3.666666666666666685e-02,6.015306129999999918e-01
3.833333333333333731e-02,6.423546770000000405e-01
4.000000000000000083e-02,6.787136089999999955e-01
4.166666666666667129e-02,6.965741370000000376e-01
4.333333333333333481e-02,7.208134250000000076e-01
4.500000000000000527e-02,7.307005030000000012e-01
4.666666666666666879e-02,7.367603249999999937e-01
4.833333333333333925e-02,7.447337750000000423e-01
5.000000000000000278e-02,7.609996129999999637e-01
5.166666666666667324e-02,7.533451010000000725e-01
5.333333333333333676e-02,7.533451010000000725e-01
5.500000000000000028e-02,7.491989070000000250e-01
5.666666666666667074e-02,7.329330689999999926e-01
5.833333333333333426e-02,7.268732470000000001e-01
6.000000000000000472e-02,7.377171390000000217e-01
6.166666666666666824e-02,7.386739530000000498e-01
6.333333333333333870e-02,7.310194410000000476e-01
6.500000000000000222e-02,7.220891769999999710e-01
6.666666666666666574e-02,7.115642229999999957e-01
6.833333333333334314e-02,6.873249350000000257e-01
7.000000000000000666e-02,6.701022829999999653e-01
7.166666666666667018e-02,6.563879489999999706e-01
7.333333333333333370e-02,6.455440570000000600e-01
7.500000000000001110e-02,6.267267149999999898e-01
7.666666666666667462e-02,6.238562730000000167e-01
7.833333333333333814e-02,5.737830070000000671e-01
8.000000000000000167e-02,5.326400049999999720e-01
8.166666666666666519e-02,5.603876110000000077e-01
8.333333333333334259e-02,5.648527429999999905e-01
8.500000000000000611e-02,5.300885010000000452e-01
8.666666666666666963e-02,4.806531110000000218e-01
8.833333333333333315e-02,4.315366590000000446e-01
9.000000000000001055e-02,4.066594950000000375e-01
9.166666666666667407e-02,4.344071010000000177e-01
9.333333333333333759e-02,4.688524050000000276e-01
9.500000000000000111e-02,5.170120430000000322e-01
9.666666666666667851e-02,5.587929209999999980e-01
9.833333333333334203e-02,6.235373349999999704e-01
1.000000000000000056e-01,7.112452850000000604e-01
1.016666666666666691e-01,8.053319949999999672e-01
1.033333333333333465e-01,8.528537569999999901e-01
1.050000000000000100e-01,8.608272070000000387e-01
1.066666666666666735e-01,8.550863229999999815e-01
1.083333333333333370e-01,8.168137629999999705e-01
1.100000000000000006e-01,8.244682749999999727e-01
1.116666666666666780e-01,7.326141310000000573e-01
1.133333333333333415e-01,6.487334369999999684e-01
1.150000000000000050e-01,5.409323930000000669e-01
1.166666666666666685e-01,5.329589430000000183e-01
1.183333333333333459e-01,6.110987530000000501e-01
1.200000000000000094e-01,5.945139769999999713e-01
1.216666666666666730e-01,6.104608770000000684e-01
1.233333333333333365e-01,6.136502569999999768e-01
1.250000000000000000e-01,6.678697169999999739e-01
1.266666666666666774e-01,7.173051070000000529e-01
1.283333333333333548e-01,7.562155430000000456e-01
1.300000000000000044e-01,7.613185510000000100e-01
1.316666666666666818e-01,7.798169550000000338e-01
1.333333333333333315e-01,8.110728790000000243e-01
1.350000000000000089e-01,8.566810129999999912e-01
1.366666666666666863e-01,8.480696870000000720e-01
1.383333333333333359e-01,8.474318109999999793e-01
1.400000000000000133e-01,8.381826089999999674e-01
1.416666666666666630e-01,8.241493370000000374e-01
1.433333333333333404e-01,7.887472189999999994e-01
1.450000000000000178e-01,7.820495210000000252e-01
1.466666666666666674e-01,8.461560590000000159e-01
1.483333333333333448e-01,9.077110929999999689e-01
1.500000000000000222e-01,1.000522050999999912e+00
1.516666666666666718e-01,1.122994242999999948e+00
1.533333333333333492e-01,1.220270332999999985e+00
1.549999999999999989e-01,1.053465758999999835e+00
1.566666666666666763e-01,8.735847270000000053e-01
1.583333333333333537e-01,7.004013930000000387e-01
1.600000000000000033e-01,9.874455930000000103e-01
1.616666666666666807e-01,1.209107502999999806e+00
1.633333333333333304e-01,1.223140774999999847e+00
1.650000000000000078e-01,1.187100780999999827e+00
1.666666666666666852e-01,1.057293014999999947e+00
1.683333333333333348e-01,1.065904340999999977e+00
1.700000000000000122e-01,1.088548938999999827e+00
1.716666666666666896e-01,1.107047342999999850e+00
1.733333333333333393e-01,1.125226808999999939e+00
1.750000000000000167e-01,1.090143628999999947e+00
1.766666666666666663e-01,1.109598846999999999e+00
1.783333333333333437e-01,1.115020793000000010e+00
1.800000000000000211e-01,1.108323094999999814e+00
1.816666666666666707e-01,1.074196728999999850e+00
1.833333333333333481e-01,1.033053726999999977e+00
1.850000000000000255e-01,9.982894850000000320e-01
1.866666666666666752e-01,9.766017009999999887e-01
1.883333333333333526e-01,8.981429530000000216e-01
1.900000000000000022e-01,8.509401290000000451e-01
1.916666666666666796e-01,8.171327010000000168e-01
1.933333333333333570e-01,8.021426150000000588e-01
1.950000000000000067e-01,7.702488149999999756e-01
1.966666666666666841e-01,7.182619209999999699e-01
1.983333333333333337e-01,7.182619209999999699e-01
2.000000000000000111e-01,7.383550150000000034e-01
2.016666666666666885e-01,7.587670469999999723e-01
2.033333333333333381e-01,7.839631489999999703e-01
2.050000000000000155e-01,8.333985390000000493e-01
2.066666666666666929e-01,8.282955309999999738e-01
2.083333333333333426e-01,6.177964510000000242e-01
2.100000000000000200e-01,5.205203609999999870e-01
2.116666666666666696e-01,7.986342969999999930e-01
2.133333333333333470e-01,9.010133949999999947e-01
2.150000000000000244e-01,7.450527129999999776e-01
2.166666666666666741e-01,6.573447629999999986e-01
2.183333333333333515e-01,5.575171690000000346e-01
2.200000000000000011e-01,6.321486610000000006e-01
2.216666666666666785e-01,8.180895150000000449e-01
2.233333333333333559e-01,9.010133949999999947e-01
2.250000000000000056e-01,9.191928609999999722e-01
2.266666666666666829e-01,9.137709150000000724e-01
2.283333333333333603e-01,8.872990610000000000e-01
2.300000000000000100e-01,9.073921550000000336e-01
2.316666666666666874e-01,9.029270230000000508e-01
2.333333333333333370e-01,8.952725110000000486e-01
2.350000000000000144e-01,9.191928609999999722e-01
2.366666666666666918e-01,9.443889629999999702e-01
2.383333333333333415e-01,9.370533890000000143e-01
2.400000000000000189e-01,9.105815350000000530e-01
2.416666666666666685e-01,8.684817190000000409e-01
2.433333333333333459e-01,8.860233090000000367e-01
2.450000000000000233e-01,8.790066730000000161e-01
2.466666666666666730e-01,8.780498589999999881e-01
2.483333333333333504e-01,8.493454390000000354e-01
2.500000000000000000e-01,8.503022530000000634e-01
2.516666666666667052e-01,8.196842050000000546e-01
2.533333333333333548e-01,7.453716510000000239e-01
2.550000000000000044e-01,6.474576850000000050e-01
2.566666666666667096e-01,5.524141610000000702e-01
2.583333333333333592e-01,4.835235529999999948e-01
2.600000000000000089e-01,4.455699310000000302e-01
2.616666666666666585e-01,4.768258550000000207e-01
2.633333333333333637e-01,5.492247810000000507e-01
2.650000000000000133e-01,6.391652970000000211e-01
2.666666666666666630e-01,6.803082990000000052e-01
2.683333333333333681e-01,7.032718350000000118e-01
2.700000000000000178e-01,7.259164329999999721e-01
2.716666666666666674e-01,7.252785569999999904e-01
2.733333333333333726e-01,7.217702390000000356e-01
2.750000000000000222e-01,7.029528969999999655e-01
2.766666666666666718e-01,6.825408649999999966e-01
