0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radial position,-0.031,-0.029,-0.027,-0.026,-0.025,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.023,-0.022,-0.021,-0.02,-0.019,-0.018,-0.011,-0.001,0.009,0.019,0.02,0.021,0.023,0.024,0.025,0.026,0.027,0.028,0.029
Mean velocity,0.3404086045971597,0.389990342388108,0.3475542827647097,0.3422056157667043,0.3441475428626764,0.3460294300024167,0.4933480558279499,0.7225654712190561,1.4812941564094133,2.63599941908272,10.44609222826226,10.4857794733399,10.460072763780342,10.454316600408289,10.406979275978802,10.379344047605366,10.36052384384778,10.298373853637568,10.241642309361708,10.272149120156351,10.43024716621941,10.515382766233827,10.446938467044696,10.379047957303849,6.105446842600685,0.5066472827344428,0.3399237210749803,0.3415261429259631,0.3379633264128955,0.3381586746175663
