0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radial position,-0.025,-0.023,-0.021,-0.019,-0.017,-0.015,-0.013,-0.011,-0.009,-0.007,-0.005,-0.003,-0.001,0.001,0.003,0.005,0.007,0.009,0.011,0.013,0.015,0.017,0.019,0.021,0.023,0.025,0.027,0.031,0.035,0.039,0.043,0.047,0.051,0.055,0.059,0.063,0.067,0.071,0.075,0.079,0.083,0.087,0.091,0.095,0.099,0.103,0.107,0.111,0.115
Mean velocity,6.449562488806808,7.129867427267504,7.601510864825629,7.91581327165992,7.752975657847284,8.262843019556234,8.72018221634165,8.816756880849708,8.972540803418614,9.254584431452445,9.399407715543656,9.352412386140976,9.56405193862127,9.485721904163896,9.498872465687684,9.246878477819068,9.000801505279357,8.721891201332111,8.300296222563151,8.154032880428616,7.834542157198082,7.655220930859365,7.552717346796752,7.021578366147918,6.551100492412522,5.966232031246689,5.8332745660369865,5.332193796137179,4.694902612949233,3.653794011054897,3.4605032493031294,2.791714645058136,2.6622981763857423,2.095584169760233,1.6452652853544467,1.5711642435285802,1.339702480181663,1.2251453727454076,1.0049000120146558,0.734586619718636,0.5841415056394751,0.5841384671537347,0.5199518995329601,0.4732650890870671,0.4590412729530184,0.4521134806079313,0.478524889642468,0.444523271904659,0.4628959206019537
