0.000000000000000000e+00 6.551646416628604391e-03 1.000000000000000000e+00
1.000020000400007936e+00 6.726285967401633009e-03 9.846111394728231936e-01
2.000040000800015871e+00 6.402768449014411244e-03 9.512989298713661057e-01
3.000060001200023585e+00 7.445919853973390762e-03 9.091339861208425077e-01
4.000080001600031743e+00 7.185789805128932860e-03 8.719007160213343433e-01
5.000100002000039900e+00 7.312226381647892771e-03 8.441791009865236006e-01
6.000120002400047170e+00 7.192301794545059856e-03 8.240811421279601312e-01
7.000140002800055328e+00 8.049741071596370340e-03 8.047834839398128048e-01
8.000160003200063485e+00 6.820388001027129048e-03 7.800530998324520793e-01
9.000180003600071643e+00 7.113073925194010952e-03 7.480780486836934307e-01
1.000020000400007980e+01 7.449605506478346011e-03 7.111132039336395261e-01
1.100022000440008618e+01 7.474308246970937444e-03 6.739580311803178292e-01
1.200024000480009434e+01 7.308761941771708785e-03 6.401339005193945608e-01
1.300026000520010250e+01 6.740781783182687482e-03 6.106816941302350976e-01
1.400028000560011066e+01 7.411648015325665063e-03 5.839474790019404393e-01
1.500030000600011881e+01 7.151626472150258464e-03 5.573379223072423283e-01
1.600032000640012697e+01 7.122078256948847184e-03 5.290589657417710256e-01
1.700034000680013335e+01 7.654219108030486766e-03 4.990030864028142110e-01
1.800036000720014329e+01 6.901768418921989945e-03 4.683495837482796742e-01
1.900038000760014967e+01 7.496775045925156700e-03 4.389644519119697552e-01
2.000040000800015960e+01 7.253431453127992881e-03 4.117900041145545753e-01
2.100042000840016598e+01 6.598957647264761667e-03 3.869255206536915126e-01
2.200044000880017236e+01 7.389979532095081183e-03 3.634814139683884004e-01
2.300046000920018230e+01 6.769390973919320320e-03 3.406485923879002953e-01
2.400048000960018868e+01 6.574033260393627627e-03 3.178245249355149404e-01
2.500050001000019861e+01 6.769983008181477448e-03 2.952547968472877260e-01
2.600052001040020500e+01 6.330829980603889379e-03 2.734028911113864369e-01
2.700054001080021493e+01 6.475578670228796137e-03 2.528514939725680089e-01
2.800056001120022131e+01 6.240836392606061850e-03 2.338241817165208347e-01
2.900058001160022769e+01 5.811793007105147194e-03 2.161682133059554811e-01
3.000060001200023763e+01 6.333318867350772041e-03 1.995151199293064559e-01
3.100062001240024401e+01 5.863510463551562316e-03 1.835464904856366486e-01
3.200064001280025394e+01 6.177012969441424660e-03 1.681149069604266910e-01
3.300066001320026032e+01 6.133629671130673422e-03 1.533216744407730758e-01
3.400068001360026670e+01 5.729687402192038155e-03 1.393330412032368348e-01
3.500070001400028019e+01 5.771031458301385808e-03 1.263038692318129708e-01
3.600072001440028657e+01 5.340142731941993973e-03 1.142378932388986301e-01
3.700074001480029295e+01 5.692966348108575644e-03 1.030297149226961778e-01
3.800076001520029934e+01 5.767494853237462200e-03 9.250841538578498391e-02
3.900078001560030572e+01 5.251204595343534655e-03 8.254464360233036702e-02
4.000080001600031920e+01 5.416268808344282260e-03 7.308253760774356678e-02
4.100082001640032558e+01 4.982739496180940870e-03 6.410908463941020208e-02
4.200084001680033197e+01 5.359984831713962387e-03 5.570766272863142410e-02
4.300086001720033835e+01 5.120480832490574910e-03 4.784328096628035626e-02
4.400088001760034473e+01 4.892648192867492252e-03 4.054996892089855060e-02
4.500090001800035822e+01 4.876894343805900089e-03 3.371590944361949754e-02
4.600092001840036460e+01 4.952493002196365138e-03 2.730122311159980178e-02
4.700094001880037098e+01 4.463847659428274092e-03 2.123080658773611462e-02
4.800096001920037736e+01 4.560427567425786623e-03 1.547958159941419977e-02
4.900098001960039085e+01 4.668459564584334816e-03 1.004276656014673613e-02
5.000100002000039723e+01 4.648834896322446078e-03 4.916960639743553872e-03
5.100102002040040361e+01 4.487478624822544872e-03 1.055185093463113457e-04
5.200104002080040999e+01 4.281671589183671384e-03 -4.421121184770938212e-03
5.300106002120041637e+01 4.720873178799721986e-03 -8.674062464351171842e-03
5.400108002160042986e+01 3.925320562217941844e-03 -1.269516037961375236e-02
5.500110002200043624e+01 4.489981418939073196e-03 -1.650539170130888370e-02
5.600112002240044262e+01 4.137859671873833287e-03 -2.010137791586970313e-02
5.700114002280044900e+01 3.947206367159839836e-03 -2.350904610585239154e-02
5.800116002320045538e+01 4.364149020334443657e-03 -2.671803277736308282e-02
5.900118002360046887e+01 4.078916221380960577e-03 -2.974387382875445796e-02
6.000120002400047525e+01 3.933211782537792203e-03 -3.259853218579730760e-02
6.100122002440048163e+01 3.859834653494776877e-03 -3.527069274290665912e-02
6.200124002480048802e+01 4.282860301724604815e-03 -3.780941514881471649e-02
6.300126002520050150e+01 4.250844172069313809e-03 -4.016484204777506783e-02
6.400128002560050788e+01 3.777727826901115110e-03 -4.238838900348072120e-02
6.500130002600050716e+01 3.558271107399030211e-03 -4.443567841323822765e-02
6.600132002640052065e+01 3.727640540565153784e-03 -4.633607567416579698e-02
6.700134002680053413e+01 3.941450869317639563e-03 -4.806330171715109123e-02
6.800136002720053341e+01 3.583079143134371841e-03 -4.963054556754782631e-02
6.900138002760054690e+01 3.960207762380741313e-03 -5.104088742353251468e-02
7.000140002800056038e+01 3.658265452152646442e-03 -5.227910776618228950e-02
7.100142002840055966e+01 3.642169059398673702e-03 -5.337016983162359146e-02
7.200144002880057315e+01 3.428332108918033527e-03 -5.429223950342913080e-02
7.300146002920057242e+01 3.509255192649044907e-03 -5.503805628940290628e-02
7.400148002960058591e+01 3.301022249545869456e-03 -5.560314011083630076e-02
7.500150003000059939e+01 3.544411739244514043e-03 -5.595089203612260698e-02
7.600152003040059867e+01 3.354336736275597211e-03 -5.609513053982292247e-02
7.700154003080061216e+01 3.289950153392679887e-03 -5.599405548826735107e-02
7.800156003120061143e+01 3.197184856025332266e-03 -5.566635895141164303e-02
7.900158003160062492e+01 3.123945333497089687e-03 -5.507017975745370081e-02
8.000160003200063841e+01 3.407755311042930287e-03 -5.420410269157242833e-02
8.100162003240063768e+01 3.367296407383738380e-03 -5.305263552365802049e-02
8.200164003280065117e+01 2.985177735051185600e-03 -5.158853053932438426e-02
8.300166003320065045e+01 2.935358273168936580e-03 -4.982101804755018071e-02
8.400168003360066393e+01 3.062993859273051983e-03 -4.771273698961722709e-02
8.500170003400067742e+01 3.196799111222293696e-03 -4.527049412595003652e-02
8.600172003440067670e+01 3.336195805838987252e-03 -4.245027519105505631e-02
8.700174003480069018e+01 2.970539786482098103e-03 -3.924997467500997844e-02
8.800176003520068946e+01 2.811019969503959423e-03 -3.565392986301769984e-02
8.900178003560070294e+01 3.117196971579882115e-03 -3.165051723743010637e-02
9.000180003600071643e+01 3.070771192465372550e-03 -2.725159816333412241e-02
9.100182003640071571e+01 2.937821256738542067e-03 -2.244411754587533753e-02
9.200184003680072919e+01 2.984318793051636207e-03 -1.722807511300928837e-02
9.300186003720072847e+01 2.827856415970584486e-03 -1.157922142537225196e-02
9.400188003760074196e+01 2.957515537061184557e-03 -5.495605125301097384e-03
9.500190003800075544e+01 3.045556976770799271e-03 1.031934223018486467e-03
9.600192003840075472e+01 2.946469239446200452e-03 7.998549530818362119e-03
9.700194003880076821e+01 2.987292160203634112e-03 1.537713900989395172e-02
9.800196003920078169e+01 3.071433090834977276e-03 2.316796010939344702e-02
9.900198003960078097e+01 2.807168176280007161e-03 3.134260625115775634e-02
1.000020000400007945e+02 2.845332014536625272e-03 3.990688502122022308e-02
1.010020200404007937e+02 3.051817392933984033e-03 4.884176000394587630e-02
1.020020400408008072e+02 3.009376418474421153e-03 5.813471514935161094e-02
1.030020600412008207e+02 2.927775898861684819e-03 6.774715730721131424e-02
1.040020800416008200e+02 2.990410051864737535e-03 7.763298664966949980e-02
1.050021000420008335e+02 2.831447645936895508e-03 8.775093684467599742e-02
1.060021200424008327e+02 2.734703101480830904e-03 9.804984487742217369e-02
1.070021400428008462e+02 2.923110756654587541e-03 1.085014530774911778e-01
1.080021600432008597e+02 3.025688416702350045e-03 1.190676389155900239e-01
1.090021800436008590e+02 3.080550660667232769e-03 1.297042491525890184e-01
1.100022000440008725e+02 2.744842244102340279e-03 1.403516687823416209e-01
1.110022200444008718e+02 2.788007152379311324e-03 1.509443963148813239e-01
1.120022400448008852e+02 2.685579071429443528e-03 1.614161314682659720e-01
1.130022600452008987e+02 2.769855013580427901e-03 1.716872443867844267e-01
1.140022800456008980e+02 2.717406962846725862e-03 1.817119280675546511e-01
1.150023000460009115e+02 2.835199828547386568e-03 1.914170663368566505e-01
1.160023200464009108e+02 2.782508419878343409e-03 2.007590894517112257e-01
1.170023400468009243e+02 2.877196738709350901e-03 2.096751965744908797e-01
1.180023600472009377e+02 2.671599440128472058e-03 2.181130653368340555e-01
1.190023800476009370e+02 2.613281613034800725e-03 2.260044960227228505e-01
1.200024000480009505e+02 2.529071522199043479e-03 2.332951013545011831e-01
1.210024200484009640e+02 2.653943697713481362e-03 2.399374441686791815e-01
1.220024400488009633e+02 2.836174975386346244e-03 2.458818805323487178e-01
